id	document	label
2763	오전 3시에 TV에 방송을 예약했지	0
2764	TV에 오후 3시에 방송을 예약했지	0
2765	오후 3시에 TV에 방송을 예약했지	0
2766	TV에 오전 9시에 방송을 예약했지	0
2767	오전 9시에 TV에 방송을 예약했지	0
2768	TV에 오후 9시에 방송을 예약했지	0
2769	오후 9시에 TV에 방송을 예약했지	0
2770	TV에 2일 뒤에 방송을 예약했지	0
2771	2일 뒤에 TV에 방송을 예약했지	0
2772	TV에 6일 뒤에 방송을 예약했지	0
2773	6일 뒤에 TV에 방송을 예약했지	0
2774	TV에 방송을 예약했었냐	0
2775	TV에 오늘 방송을 예약했었냐	0
2776	오늘 TV에 방송을 예약했었냐	0
2777	TV에 다음주 방송을 예약했었냐	0
2778	다음주 TV에 방송을 예약했었냐	0
2779	TV에 오후에 방송을 예약했었냐	0
2780	오후에 TV에 방송을 예약했었냐	0
2781	TV에 2시에 방송을 예약했었냐	0
2782	2시에 TV에 방송을 예약했었냐	0
2783	TV에 12시에 방송을 예약했었냐	0
2784	12시에 TV에 방송을 예약했었냐	0
2785	TV에 22시에 방송을 예약했었냐	0
2786	22시에 TV에 방송을 예약했었냐	0
2787	TV에 오전 3시에 방송을 예약했었냐	0
2788	오전 3시에 TV에 방송을 예약했었냐	0
2789	TV에 오후 3시에 방송을 예약했었냐	0
2790	오후 3시에 TV에 방송을 예약했었냐	0
2791	TV에 오전 9시에 방송을 예약했었냐	0
2792	오전 9시에 TV에 방송을 예약했었냐	0
2793	TV에 오후 9시에 방송을 예약했었냐	0
2794	오후 9시에 TV에 방송을 예약했었냐	0
2795	TV에 2일 뒤에 방송을 예약했었냐	0
2796	2일 뒤에 TV에 방송을 예약했었냐	0
2797	TV에 6일 뒤에 방송을 예약했었냐	0
2798	6일 뒤에 TV에 방송을 예약했었냐	0
2799	TV에 방송을 예약한건가	0
2800	TV에 오늘 방송을 예약한건가	0
2801	오늘 TV에 방송을 예약한건가	0
2802	TV에 다음주 방송을 예약한건가	0
2803	다음주 TV에 방송을 예약한건가	0
2804	TV에 오후에 방송을 예약한건가	0
2805	오후에 TV에 방송을 예약한건가	0
2806	TV에 2시에 방송을 예약한건가	0
2807	2시에 TV에 방송을 예약한건가	0
2808	TV에 12시에 방송을 예약한건가	0
2809	12시에 TV에 방송을 예약한건가	0
2810	TV에 22시에 방송을 예약한건가	0
2811	22시에 TV에 방송을 예약한건가	0
2812	TV에 오전 3시에 방송을 예약한건가	0
2813	오전 3시에 TV에 방송을 예약한건가	0
2814	TV에 오후 3시에 방송을 예약한건가	0
2815	오후 3시에 TV에 방송을 예약한건가	0
2816	TV에 오전 9시에 방송을 예약한건가	0
2817	오전 9시에 TV에 방송을 예약한건가	0
2818	TV에 오후 9시에 방송을 예약한건가	0
2819	오후 9시에 TV에 방송을 예약한건가	0
2820	TV에 2일 뒤에 방송을 예약한건가	0
2821	2일 뒤에 TV에 방송을 예약한건가	0
2822	TV에 6일 뒤에 방송을 예약한건가	0
2823	6일 뒤에 TV에 방송을 예약한건가	0
2824	예약된 방송을 있지	0
2825	TV에 오늘예약된 방송을 있지	0
2826	오늘 TV에예약된 방송을 있지	0
2827	TV에 다음주예약된 방송을 있지	0
2828	다음주 TV에예약된 방송을 있지	0
2829	TV에 오후에예약된 방송을 있지	0
2830	오후에 TV에예약된 방송을 있지	0
2831	TV에 2시에 예약된 방송을 있지	0
2832	2시에 TV에 예약된 방송을 있지	0
2833	TV에 12시에 예약된 방송을 있지	0
2834	12시에 TV에 예약된 방송을 있지	0
2835	TV에 22시에 예약된 방송을 있지	0
2836	22시에 TV에 예약된 방송을 있지	0
2837	TV에 오전 3시에 예약된 방송을 있지	0
2838	오전 3시에 TV에 예약된 방송을 있지	0
2839	TV에 오후 3시에 예약된 방송을 있지	0
2840	오후 3시에 TV에 예약된 방송을 있지	0
2841	TV에 오전 9시에 예약된 방송을 있지	0
2842	오전 9시에 TV에 예약된 방송을 있지	0
2843	TV에 오후 9시에 예약된 방송을 있지	0
2844	오후 9시에 TV에 예약된 방송을 있지	0
2845	TV에 2일 뒤에 예약된 방송을 있지	0
2846	2일 뒤에 TV에 예약된 방송을 있지	0
2847	TV에 6일 뒤에 예약된 방송을 있지	0
2848	6일 뒤에 TV에 예약된 방송을 있지	0
2849	예약된 방송을 없나	0
2850	TV에 오늘예약된 방송을 없나	0
2851	오늘 TV에예약된 방송을 없나	0
2852	TV에 다음주예약된 방송을 없나	0
2853	다음주 TV에예약된 방송을 없나	0
2854	TV에 오후에예약된 방송을 없나	0
2855	오후에 TV에예약된 방송을 없나	0
2856	TV에 2시에 예약된 방송을 없나	0
2857	2시에 TV에 예약된 방송을 없나	0
2858	TV에 12시에 예약된 방송을 없나	0
2859	12시에 TV에 예약된 방송을 없나	0
2860	TV에 22시에 예약된 방송을 없나	0
2861	22시에 TV에 예약된 방송을 없나	0
2862	TV에 오전 3시에 예약된 방송을 없나	0
2863	오전 3시에 TV에 예약된 방송을 없나	0
2864	TV에 오후 3시에 예약된 방송을 없나	0
2865	오후 3시에 TV에 예약된 방송을 없나	0
2866	TV에 오전 9시에 예약된 방송을 없나	0
2867	오전 9시에 TV에 예약된 방송을 없나	0
2868	TV에 오후 9시에 예약된 방송을 없나	0
2869	오후 9시에 TV에 예약된 방송을 없나	0
2870	TV에 2일 뒤에 예약된 방송을 없나	0
2871	2일 뒤에 TV에 예약된 방송을 없나	0
2872	TV에 6일 뒤에 예약된 방송을 없나	0
2873	6일 뒤에 TV에 예약된 방송을 없나	0
2874	예약된 방송을 있었니	0
2875	TV에 오늘예약된 방송을 있었니	0
2876	오늘 TV에예약된 방송을 있었니	0
2877	TV에 다음주예약된 방송을 있었니	0
2878	다음주 TV에예약된 방송을 있었니	0
2879	TV에 오후에예약된 방송을 있었니	0
2880	오후에 TV에예약된 방송을 있었니	0
2881	TV에 2시에 예약된 방송을 있었니	0
2882	2시에 TV에 예약된 방송을 있었니	0
2883	TV에 12시에 예약된 방송을 있었니	0
2884	12시에 TV에 예약된 방송을 있었니	0
2885	TV에 22시에 예약된 방송을 있었니	0
2886	22시에 TV에 예약된 방송을 있었니	0
2887	TV에 오전 3시에 예약된 방송을 있었니	0
2888	오전 3시에 TV에 예약된 방송을 있었니	0
2889	TV에 오후 3시에 예약된 방송을 있었니	0
2890	오후 3시에 TV에 예약된 방송을 있었니	0
2891	TV에 오전 9시에 예약된 방송을 있었니	0
2892	오전 9시에 TV에 예약된 방송을 있었니	0
2893	TV에 오후 9시에 예약된 방송을 있었니	0
2894	오후 9시에 TV에 예약된 방송을 있었니	0
2895	TV에 2일 뒤에 예약된 방송을 있었니	0
2896	2일 뒤에 TV에 예약된 방송을 있었니	0
2897	TV에 6일 뒤에 예약된 방송을 있었니	0
2898	6일 뒤에 TV에 예약된 방송을 있었니	0
2899	예약된 방송을 없었나	0
2900	TV에 오늘예약된 방송을 없었나	0
2901	오늘 TV에예약된 방송을 없었나	0
2902	TV에 다음주예약된 방송을 없었나	0
2903	다음주 TV에예약된 방송을 없었나	0
2904	TV에 오후에예약된 방송을 없었나	0
2905	오후에 TV에예약된 방송을 없었나	0
2906	TV에 2시에 예약된 방송을 없었나	0
2907	2시에 TV에 예약된 방송을 없었나	0
2908	TV에 12시에 예약된 방송을 없었나	0
2909	12시에 TV에 예약된 방송을 없었나	0
2910	TV에 22시에 예약된 방송을 없었나	0
2911	22시에 TV에 예약된 방송을 없었나	0
2912	TV에 오전 3시에 예약된 방송을 없었나	0
2913	오전 3시에 TV에 예약된 방송을 없었나	0
2914	TV에 오후 3시에 예약된 방송을 없었나	0
2915	오후 3시에 TV에 예약된 방송을 없었나	0
2916	TV에 오전 9시에 예약된 방송을 없었나	0
2917	오전 9시에 TV에 예약된 방송을 없었나	0
2918	TV에 오후 9시에 예약된 방송을 없었나	0
2919	오후 9시에 TV에 예약된 방송을 없었나	0
2920	TV에 2일 뒤에 예약된 방송을 없었나	0
2921	2일 뒤에 TV에 예약된 방송을 없었나	0
2922	TV에 6일 뒤에 예약된 방송을 없었나	0
2923	6일 뒤에 TV에 예약된 방송을 없었나	0
2924	테레비에 방송을 예약했니	0
2925	테레비에 오늘 방송을 예약했니	0
2926	오늘 테레비에 방송을 예약했니	0
2927	테레비에 다음주 방송을 예약했니	0
2928	다음주 테레비에 방송을 예약했니	0
2929	테레비에 오후에 방송을 예약했니	0
2930	오후에 테레비에 방송을 예약했니	0
2931	테레비에 2시에 방송을 예약했니	0
2932	2시에 테레비에 방송을 예약했니	0
2933	테레비에 12시에 방송을 예약했니	0
2934	12시에 테레비에 방송을 예약했니	0
2935	테레비에 22시에 방송을 예약했니	0
2936	22시에 테레비에 방송을 예약했니	0
2937	테레비에 오전 3시에 방송을 예약했니	0
2938	오전 3시에 테레비에 방송을 예약했니	0
2939	테레비에 오후 3시에 방송을 예약했니	0
2940	오후 3시에 테레비에 방송을 예약했니	0
2941	테레비에 오전 9시에 방송을 예약했니	0
2942	오전 9시에 테레비에 방송을 예약했니	0
2943	테레비에 오후 9시에 방송을 예약했니	0
2944	오후 9시에 테레비에 방송을 예약했니	0
2945	테레비에 2일 뒤에 방송을 예약했니	0
2946	2일 뒤에 테레비에 방송을 예약했니	0
2947	테레비에 6일 뒤에 방송을 예약했니	0
2948	6일 뒤에 테레비에 방송을 예약했니	0
2949	테레비에 방송을 예약했지	0
2950	테레비에 오늘 방송을 예약했지	0
2951	오늘 테레비에 방송을 예약했지	0
2952	테레비에 다음주 방송을 예약했지	0
2953	다음주 테레비에 방송을 예약했지	0
2954	테레비에 오후에 방송을 예약했지	0
2955	오후에 테레비에 방송을 예약했지	0
2956	테레비에 2시에 방송을 예약했지	0
2957	2시에 테레비에 방송을 예약했지	0
2958	테레비에 12시에 방송을 예약했지	0
2959	12시에 테레비에 방송을 예약했지	0
2960	테레비에 22시에 방송을 예약했지	0
2961	22시에 테레비에 방송을 예약했지	0
2962	테레비에 오전 3시에 방송을 예약했지	0
2963	오전 3시에 테레비에 방송을 예약했지	0
2964	테레비에 오후 3시에 방송을 예약했지	0
2965	오후 3시에 테레비에 방송을 예약했지	0
2966	테레비에 오전 9시에 방송을 예약했지	0
2967	오전 9시에 테레비에 방송을 예약했지	0
2968	테레비에 오후 9시에 방송을 예약했지	0
2969	오후 9시에 테레비에 방송을 예약했지	0
2970	테레비에 2일 뒤에 방송을 예약했지	0
2971	2일 뒤에 테레비에 방송을 예약했지	0
2972	테레비에 6일 뒤에 방송을 예약했지	0
2973	6일 뒤에 테레비에 방송을 예약했지	0
2974	테레비에 방송을 예약했었냐	0
2975	테레비에 오늘 방송을 예약했었냐	0
2976	오늘 테레비에 방송을 예약했었냐	0
2977	테레비에 다음주 방송을 예약했었냐	0
2978	다음주 테레비에 방송을 예약했었냐	0
2979	테레비에 오후에 방송을 예약했었냐	0
2980	오후에 테레비에 방송을 예약했었냐	0
2981	테레비에 2시에 방송을 예약했었냐	0
2982	2시에 테레비에 방송을 예약했었냐	0
2983	테레비에 12시에 방송을 예약했었냐	0
2984	12시에 테레비에 방송을 예약했었냐	0
2985	테레비에 22시에 방송을 예약했었냐	0
2986	22시에 테레비에 방송을 예약했었냐	0
2987	테레비에 오전 3시에 방송을 예약했었냐	0
2988	오전 3시에 테레비에 방송을 예약했었냐	0
2989	테레비에 오후 3시에 방송을 예약했었냐	0
2990	오후 3시에 테레비에 방송을 예약했었냐	0
2991	테레비에 오전 9시에 방송을 예약했었냐	0
2992	오전 9시에 테레비에 방송을 예약했었냐	0
2993	테레비에 오후 9시에 방송을 예약했었냐	0
2994	오후 9시에 테레비에 방송을 예약했었냐	0
2995	테레비에 2일 뒤에 방송을 예약했었냐	0
2996	2일 뒤에 테레비에 방송을 예약했었냐	0
2997	테레비에 6일 뒤에 방송을 예약했었냐	0
2998	6일 뒤에 테레비에 방송을 예약했었냐	0
2999	테레비에 방송을 예약한건가	0
3000	테레비에 오늘 방송을 예약한건가	0
3001	오늘 테레비에 방송을 예약한건가	0
3002	테레비에 다음주 방송을 예약한건가	0
3003	다음주 테레비에 방송을 예약한건가	0
3004	테레비에 오후에 방송을 예약한건가	0
3005	오후에 테레비에 방송을 예약한건가	0
3006	테레비에 2시에 방송을 예약한건가	0
3007	2시에 테레비에 방송을 예약한건가	0
3008	테레비에 12시에 방송을 예약한건가	0
3009	12시에 테레비에 방송을 예약한건가	0
3010	테레비에 22시에 방송을 예약한건가	0
3011	22시에 테레비에 방송을 예약한건가	0
3012	테레비에 오전 3시에 방송을 예약한건가	0
3013	오전 3시에 테레비에 방송을 예약한건가	0
3014	테레비에 오후 3시에 방송을 예약한건가	0
3015	오후 3시에 테레비에 방송을 예약한건가	0
3016	테레비에 오전 9시에 방송을 예약한건가	0
3017	오전 9시에 테레비에 방송을 예약한건가	0
3018	테레비에 오후 9시에 방송을 예약한건가	0
3019	오후 9시에 테레비에 방송을 예약한건가	0
3020	테레비에 2일 뒤에 방송을 예약한건가	0
3021	2일 뒤에 테레비에 방송을 예약한건가	0
3022	테레비에 6일 뒤에 방송을 예약한건가	0
3023	6일 뒤에 테레비에 방송을 예약한건가	0
3024	예약된 방송을 있지	0
3025	테레비에 오늘예약된 방송을 있지	0
3026	오늘 테레비에예약된 방송을 있지	0
3027	테레비에 다음주예약된 방송을 있지	0
3028	다음주 테레비에예약된 방송을 있지	0
3029	테레비에 오후에예약된 방송을 있지	0
3030	오후에 테레비에예약된 방송을 있지	0
3031	테레비에 2시에 예약된 방송을 있지	0
3032	2시에 테레비에 예약된 방송을 있지	0
3033	테레비에 12시에 예약된 방송을 있지	0
3034	12시에 테레비에 예약된 방송을 있지	0
3035	테레비에 22시에 예약된 방송을 있지	0
3036	22시에 테레비에 예약된 방송을 있지	0
3037	테레비에 오전 3시에 예약된 방송을 있지	0
3038	오전 3시에 테레비에 예약된 방송을 있지	0
3039	테레비에 오후 3시에 예약된 방송을 있지	0
3040	오후 3시에 테레비에 예약된 방송을 있지	0
3041	테레비에 오전 9시에 예약된 방송을 있지	0
3042	오전 9시에 테레비에 예약된 방송을 있지	0
3043	테레비에 오후 9시에 예약된 방송을 있지	0
3044	오후 9시에 테레비에 예약된 방송을 있지	0
3045	테레비에 2일 뒤에 예약된 방송을 있지	0
3046	2일 뒤에 테레비에 예약된 방송을 있지	0
3047	테레비에 6일 뒤에 예약된 방송을 있지	0
3048	6일 뒤에 테레비에 예약된 방송을 있지	0
3049	예약된 방송을 없나	0
3050	테레비에 오늘예약된 방송을 없나	0
3051	오늘 테레비에예약된 방송을 없나	0
3052	테레비에 다음주예약된 방송을 없나	0
3053	다음주 테레비에예약된 방송을 없나	0
3054	테레비에 오후에예약된 방송을 없나	0
3055	오후에 테레비에예약된 방송을 없나	0
3056	테레비에 2시에 예약된 방송을 없나	0
3057	2시에 테레비에 예약된 방송을 없나	0
3058	테레비에 12시에 예약된 방송을 없나	0
3059	12시에 테레비에 예약된 방송을 없나	0
3060	테레비에 22시에 예약된 방송을 없나	0
3061	22시에 테레비에 예약된 방송을 없나	0
3062	테레비에 오전 3시에 예약된 방송을 없나	0
3063	오전 3시에 테레비에 예약된 방송을 없나	0
3064	테레비에 오후 3시에 예약된 방송을 없나	0
3065	오후 3시에 테레비에 예약된 방송을 없나	0
3066	테레비에 오전 9시에 예약된 방송을 없나	0
3067	오전 9시에 테레비에 예약된 방송을 없나	0
3068	테레비에 오후 9시에 예약된 방송을 없나	0
3069	오후 9시에 테레비에 예약된 방송을 없나	0
3070	테레비에 2일 뒤에 예약된 방송을 없나	0
3071	2일 뒤에 테레비에 예약된 방송을 없나	0
3072	테레비에 6일 뒤에 예약된 방송을 없나	0
3073	6일 뒤에 테레비에 예약된 방송을 없나	0
3074	예약된 방송을 있었니	0
3075	테레비에 오늘예약된 방송을 있었니	0
3076	오늘 테레비에예약된 방송을 있었니	0
3077	테레비에 다음주예약된 방송을 있었니	0
3078	다음주 테레비에예약된 방송을 있었니	0
3079	테레비에 오후에예약된 방송을 있었니	0
3080	오후에 테레비에예약된 방송을 있었니	0
3081	테레비에 2시에 예약된 방송을 있었니	0
3082	2시에 테레비에 예약된 방송을 있었니	0
3083	테레비에 12시에 예약된 방송을 있었니	0
3084	12시에 테레비에 예약된 방송을 있었니	0
3085	테레비에 22시에 예약된 방송을 있었니	0
3086	22시에 테레비에 예약된 방송을 있었니	0
3087	테레비에 오전 3시에 예약된 방송을 있었니	0
3088	오전 3시에 테레비에 예약된 방송을 있었니	0
3089	테레비에 오후 3시에 예약된 방송을 있었니	0
3090	오후 3시에 테레비에 예약된 방송을 있었니	0
3091	테레비에 오전 9시에 예약된 방송을 있었니	0
3092	오전 9시에 테레비에 예약된 방송을 있었니	0
3093	테레비에 오후 9시에 예약된 방송을 있었니	0
3094	오후 9시에 테레비에 예약된 방송을 있었니	0
3095	테레비에 2일 뒤에 예약된 방송을 있었니	0
3096	2일 뒤에 테레비에 예약된 방송을 있었니	0
3097	테레비에 6일 뒤에 예약된 방송을 있었니	0
3098	6일 뒤에 테레비에 예약된 방송을 있었니	0
3099	예약된 방송을 없었나	0
3100	테레비에 오늘예약된 방송을 없었나	0
3101	오늘 테레비에예약된 방송을 없었나	0
3102	테레비에 다음주예약된 방송을 없었나	0
3103	다음주 테레비에예약된 방송을 없었나	0
3104	테레비에 오후에예약된 방송을 없었나	0
3105	오후에 테레비에예약된 방송을 없었나	0
3106	테레비에 2시에 예약된 방송을 없었나	0
3107	2시에 테레비에 예약된 방송을 없었나	0
3108	테레비에 12시에 예약된 방송을 없었나	0
3109	12시에 테레비에 예약된 방송을 없었나	0
3110	테레비에 22시에 예약된 방송을 없었나	0
3111	22시에 테레비에 예약된 방송을 없었나	0
3112	테레비에 오전 3시에 예약된 방송을 없었나	0
3113	오전 3시에 테레비에 예약된 방송을 없었나	0
3114	테레비에 오후 3시에 예약된 방송을 없었나	0
3115	오후 3시에 테레비에 예약된 방송을 없었나	0
3116	테레비에 오전 9시에 예약된 방송을 없었나	0
3117	오전 9시에 테레비에 예약된 방송을 없었나	0
3118	테레비에 오후 9시에 예약된 방송을 없었나	0
3119	오후 9시에 테레비에 예약된 방송을 없었나	0
3120	테레비에 2일 뒤에 예약된 방송을 없었나	0
3121	2일 뒤에 테레비에 예약된 방송을 없었나	0
3122	테레비에 6일 뒤에 예약된 방송을 없었나	0
3123	6일 뒤에 테레비에 예약된 방송을 없었나	0
3124	텔레비전에 방송을 예약했니	0
3125	텔레비전에 오늘 방송을 예약했니	0
3126	오늘 텔레비전에 방송을 예약했니	0
3127	텔레비전에 다음주 방송을 예약했니	0
3128	다음주 텔레비전에 방송을 예약했니	0
3129	텔레비전에 오후에 방송을 예약했니	0
3130	오후에 텔레비전에 방송을 예약했니	0
3131	텔레비전에 2시에 방송을 예약했니	0
3132	2시에 텔레비전에 방송을 예약했니	0
3133	텔레비전에 12시에 방송을 예약했니	0
3134	12시에 텔레비전에 방송을 예약했니	0
3135	텔레비전에 22시에 방송을 예약했니	0
3136	22시에 텔레비전에 방송을 예약했니	0
3137	텔레비전에 오전 3시에 방송을 예약했니	0
3138	오전 3시에 텔레비전에 방송을 예약했니	0
3139	텔레비전에 오후 3시에 방송을 예약했니	0
3140	오후 3시에 텔레비전에 방송을 예약했니	0
3141	텔레비전에 오전 9시에 방송을 예약했니	0
3142	오전 9시에 텔레비전에 방송을 예약했니	0
3143	텔레비전에 오후 9시에 방송을 예약했니	0
3144	오후 9시에 텔레비전에 방송을 예약했니	0
3145	텔레비전에 2일 뒤에 방송을 예약했니	0
3146	2일 뒤에 텔레비전에 방송을 예약했니	0
3147	텔레비전에 6일 뒤에 방송을 예약했니	0
3148	6일 뒤에 텔레비전에 방송을 예약했니	0
3149	텔레비전에 방송을 예약했지	0
3150	텔레비전에 오늘 방송을 예약했지	0
3151	오늘 텔레비전에 방송을 예약했지	0
3152	텔레비전에 다음주 방송을 예약했지	0
3153	다음주 텔레비전에 방송을 예약했지	0
3154	텔레비전에 오후에 방송을 예약했지	0
3155	오후에 텔레비전에 방송을 예약했지	0
3156	텔레비전에 2시에 방송을 예약했지	0
3157	2시에 텔레비전에 방송을 예약했지	0
3158	텔레비전에 12시에 방송을 예약했지	0
3159	12시에 텔레비전에 방송을 예약했지	0
3160	텔레비전에 22시에 방송을 예약했지	0
3161	22시에 텔레비전에 방송을 예약했지	0
3162	텔레비전에 오전 3시에 방송을 예약했지	0
3163	오전 3시에 텔레비전에 방송을 예약했지	0
3164	텔레비전에 오후 3시에 방송을 예약했지	0
3165	오후 3시에 텔레비전에 방송을 예약했지	0
3166	텔레비전에 오전 9시에 방송을 예약했지	0
3167	오전 9시에 텔레비전에 방송을 예약했지	0
3168	텔레비전에 오후 9시에 방송을 예약했지	0
3169	오후 9시에 텔레비전에 방송을 예약했지	0
3170	텔레비전에 2일 뒤에 방송을 예약했지	0
3171	2일 뒤에 텔레비전에 방송을 예약했지	0
3172	텔레비전에 6일 뒤에 방송을 예약했지	0
3173	6일 뒤에 텔레비전에 방송을 예약했지	0
3174	텔레비전에 방송을 예약했었냐	0
3175	텔레비전에 오늘 방송을 예약했었냐	0
3176	오늘 텔레비전에 방송을 예약했었냐	0
3177	텔레비전에 다음주 방송을 예약했었냐	0
3178	다음주 텔레비전에 방송을 예약했었냐	0
3179	텔레비전에 오후에 방송을 예약했었냐	0
3180	오후에 텔레비전에 방송을 예약했었냐	0
3181	텔레비전에 2시에 방송을 예약했었냐	0
3182	2시에 텔레비전에 방송을 예약했었냐	0
3183	텔레비전에 12시에 방송을 예약했었냐	0
3184	12시에 텔레비전에 방송을 예약했었냐	0
3185	텔레비전에 22시에 방송을 예약했었냐	0
3186	22시에 텔레비전에 방송을 예약했었냐	0
3187	텔레비전에 오전 3시에 방송을 예약했었냐	0
3188	오전 3시에 텔레비전에 방송을 예약했었냐	0
3189	텔레비전에 오후 3시에 방송을 예약했었냐	0
3190	오후 3시에 텔레비전에 방송을 예약했었냐	0
3191	텔레비전에 오전 9시에 방송을 예약했었냐	0
3192	오전 9시에 텔레비전에 방송을 예약했었냐	0
3193	텔레비전에 오후 9시에 방송을 예약했었냐	0
3194	오후 9시에 텔레비전에 방송을 예약했었냐	0
3195	텔레비전에 2일 뒤에 방송을 예약했었냐	0
3196	2일 뒤에 텔레비전에 방송을 예약했었냐	0
3197	텔레비전에 6일 뒤에 방송을 예약했었냐	0
3198	6일 뒤에 텔레비전에 방송을 예약했었냐	0
3199	텔레비전에 방송을 예약한건가	0
3200	텔레비전에 오늘 방송을 예약한건가	0
3201	오늘 텔레비전에 방송을 예약한건가	0
3202	텔레비전에 다음주 방송을 예약한건가	0
3203	다음주 텔레비전에 방송을 예약한건가	0
3204	텔레비전에 오후에 방송을 예약한건가	0
3205	오후에 텔레비전에 방송을 예약한건가	0
3206	텔레비전에 2시에 방송을 예약한건가	0
3207	2시에 텔레비전에 방송을 예약한건가	0
3208	텔레비전에 12시에 방송을 예약한건가	0
3209	12시에 텔레비전에 방송을 예약한건가	0
3210	텔레비전에 22시에 방송을 예약한건가	0
3211	22시에 텔레비전에 방송을 예약한건가	0
3212	텔레비전에 오전 3시에 방송을 예약한건가	0
3213	오전 3시에 텔레비전에 방송을 예약한건가	0
3214	텔레비전에 오후 3시에 방송을 예약한건가	0
3215	오후 3시에 텔레비전에 방송을 예약한건가	0
3216	텔레비전에 오전 9시에 방송을 예약한건가	0
3217	오전 9시에 텔레비전에 방송을 예약한건가	0
3218	텔레비전에 오후 9시에 방송을 예약한건가	0
3219	오후 9시에 텔레비전에 방송을 예약한건가	0
3220	텔레비전에 2일 뒤에 방송을 예약한건가	0
3221	2일 뒤에 텔레비전에 방송을 예약한건가	0
3222	텔레비전에 6일 뒤에 방송을 예약한건가	0
3223	6일 뒤에 텔레비전에 방송을 예약한건가	0
3224	예약된 방송을 있지	0
3225	텔레비전에 오늘예약된 방송을 있지	0
3226	오늘 텔레비전에예약된 방송을 있지	0
3227	텔레비전에 다음주예약된 방송을 있지	0
3228	다음주 텔레비전에예약된 방송을 있지	0
3229	텔레비전에 오후에예약된 방송을 있지	0
3230	오후에 텔레비전에예약된 방송을 있지	0
3231	텔레비전에 2시에 예약된 방송을 있지	0
3232	2시에 텔레비전에 예약된 방송을 있지	0
3233	텔레비전에 12시에 예약된 방송을 있지	0
3234	12시에 텔레비전에 예약된 방송을 있지	0
3235	텔레비전에 22시에 예약된 방송을 있지	0
3236	22시에 텔레비전에 예약된 방송을 있지	0
3237	텔레비전에 오전 3시에 예약된 방송을 있지	0
3238	오전 3시에 텔레비전에 예약된 방송을 있지	0
3239	텔레비전에 오후 3시에 예약된 방송을 있지	0
3240	오후 3시에 텔레비전에 예약된 방송을 있지	0
3241	텔레비전에 오전 9시에 예약된 방송을 있지	0
3242	오전 9시에 텔레비전에 예약된 방송을 있지	0
3243	텔레비전에 오후 9시에 예약된 방송을 있지	0
3244	오후 9시에 텔레비전에 예약된 방송을 있지	0
3245	텔레비전에 2일 뒤에 예약된 방송을 있지	0
3246	2일 뒤에 텔레비전에 예약된 방송을 있지	0
3247	텔레비전에 6일 뒤에 예약된 방송을 있지	0
3248	6일 뒤에 텔레비전에 예약된 방송을 있지	0
3249	예약된 방송을 없나	0
3250	텔레비전에 오늘예약된 방송을 없나	0
3251	오늘 텔레비전에예약된 방송을 없나	0
3252	텔레비전에 다음주예약된 방송을 없나	0
3253	다음주 텔레비전에예약된 방송을 없나	0
3254	텔레비전에 오후에예약된 방송을 없나	0
3255	오후에 텔레비전에예약된 방송을 없나	0
3256	텔레비전에 2시에 예약된 방송을 없나	0
3257	2시에 텔레비전에 예약된 방송을 없나	0
3258	텔레비전에 12시에 예약된 방송을 없나	0
3259	12시에 텔레비전에 예약된 방송을 없나	0
3260	텔레비전에 22시에 예약된 방송을 없나	0
3261	22시에 텔레비전에 예약된 방송을 없나	0
3262	텔레비전에 오전 3시에 예약된 방송을 없나	0
3263	오전 3시에 텔레비전에 예약된 방송을 없나	0
3264	텔레비전에 오후 3시에 예약된 방송을 없나	0
3265	오후 3시에 텔레비전에 예약된 방송을 없나	0
3266	텔레비전에 오전 9시에 예약된 방송을 없나	0
3267	오전 9시에 텔레비전에 예약된 방송을 없나	0
3268	텔레비전에 오후 9시에 예약된 방송을 없나	0
3269	오후 9시에 텔레비전에 예약된 방송을 없나	0
3270	텔레비전에 2일 뒤에 예약된 방송을 없나	0
3271	2일 뒤에 텔레비전에 예약된 방송을 없나	0
3272	텔레비전에 6일 뒤에 예약된 방송을 없나	0
3273	6일 뒤에 텔레비전에 예약된 방송을 없나	0
3274	예약된 방송을 있었니	0
3275	텔레비전에 오늘예약된 방송을 있었니	0
3276	오늘 텔레비전에예약된 방송을 있었니	0
3277	텔레비전에 다음주예약된 방송을 있었니	0
3278	다음주 텔레비전에예약된 방송을 있었니	0
3279	텔레비전에 오후에예약된 방송을 있었니	0
3280	오후에 텔레비전에예약된 방송을 있었니	0
3281	텔레비전에 2시에 예약된 방송을 있었니	0
3282	2시에 텔레비전에 예약된 방송을 있었니	0
3283	텔레비전에 12시에 예약된 방송을 있었니	0
3284	12시에 텔레비전에 예약된 방송을 있었니	0
3285	텔레비전에 22시에 예약된 방송을 있었니	0
3286	22시에 텔레비전에 예약된 방송을 있었니	0
3287	텔레비전에 오전 3시에 예약된 방송을 있었니	0
3288	오전 3시에 텔레비전에 예약된 방송을 있었니	0
3289	텔레비전에 오후 3시에 예약된 방송을 있었니	0
3290	오후 3시에 텔레비전에 예약된 방송을 있었니	0
3291	텔레비전에 오전 9시에 예약된 방송을 있었니	0
3292	오전 9시에 텔레비전에 예약된 방송을 있었니	0
3293	텔레비전에 오후 9시에 예약된 방송을 있었니	0
3294	오후 9시에 텔레비전에 예약된 방송을 있었니	0
3295	텔레비전에 2일 뒤에 예약된 방송을 있었니	0
