id	document	label
10927	오전에 텔레비전에예약한 프로그램들이 없었니	0
10928	텔레비전에 오후에예약한 프로그램들이 없었니	0
10929	오후에 텔레비전에예약한 프로그램들이 없었니	0
10930	텔레비전에 1시에 예약한 프로그램들이 없었니	0
10931	1시에 텔레비전에 예약한 프로그램들이 없었니	0
10932	텔레비전에 10시에 예약한 프로그램들이 없었니	0
10933	10시에 텔레비전에 예약한 프로그램들이 없었니	0
10934	텔레비전에 19시에 예약한 프로그램들이 없었니	0
10935	19시에 텔레비전에 예약한 프로그램들이 없었니	0
10936	텔레비전에 오전 1시에 예약한 프로그램들이 없었니	0
10937	오전 1시에 텔레비전에 예약한 프로그램들이 없었니	0
10938	텔레비전에 오후 1시에 예약한 프로그램들이 없었니	0
10939	오후 1시에 텔레비전에 예약한 프로그램들이 없었니	0
10940	텔레비전에 오전 6시에 예약한 프로그램들이 없었니	0
10941	오전 6시에 텔레비전에 예약한 프로그램들이 없었니	0
10942	텔레비전에 오후 6시에 예약한 프로그램들이 없었니	0
10943	오후 6시에 텔레비전에 예약한 프로그램들이 없었니	0
10944	텔레비전에 오전 11시에 예약한 프로그램들이 없었니	0
10945	오전 11시에 텔레비전에 예약한 프로그램들이 없었니	0
10946	텔레비전에 오후 11시에 예약한 프로그램들이 없었니	0
10947	오후 11시에 텔레비전에 예약한 프로그램들이 없었니	0
10948	텔레비전에 1일 뒤에 예약한 프로그램들이 없었니	0
10949	1일 뒤에 텔레비전에 예약한 프로그램들이 없었니	0
10950	텔레비전에 3일 뒤에 예약한 프로그램들이 없었니	0
10951	3일 뒤에 텔레비전에 예약한 프로그램들이 없었니	0
10952	텔레비전에 5일 뒤에 예약한 프로그램들이 없었니	0
10953	5일 뒤에 텔레비전에 예약한 프로그램들이 없었니	0
10954	예약한 프로 리스트 보여 줘	0
10955	TV에 예약한 프로 리스트 보여 줘	0
10956	텔레비전에 예약한 프로 리스트 보여 줘	0
10957	테레비에서 예약한 프로 리스트 보여 줘	0
10958	텔레비전에서 예약한 프로 리스트 보여 줘	0
10959	예약한 프로 전체 보여 줘	0
10960	TV에 예약한 프로 전체 보여 줘	0
10961	텔레비전에 예약한 프로 전체 보여 줘	0
10962	테레비에서 예약한 프로 전체 보여 줘	0
10963	텔레비전에서 예약한 프로 전체 보여 줘	0
10964	예약한 프로 전체적으로 보여 줘	0
10965	TV에 예약한 프로 전체적으로 보여 줘	0
10966	텔레비전에 예약한 프로 전체적으로 보여 줘	0
10967	테레비에서 예약한 프로 전체적으로 보여 줘	0
10968	텔레비전에서 예약한 프로 전체적으로 보여 줘	0
10969	예약한 프로 다 보여 줘	0
10970	TV에 예약한 프로 다 보여 줘	0
10971	텔레비전에 예약한 프로 다 보여 줘	0
10972	테레비에서 예약한 프로 다 보여 줘	0
10973	텔레비전에서 예약한 프로 다 보여 줘	0
10974	예약한 프로 모두 보여 줘	0
10975	TV에 예약한 프로 모두 보여 줘	0
10976	텔레비전에 예약한 프로 모두 보여 줘	0
10977	테레비에서 예약한 프로 모두 보여 줘	0
10978	텔레비전에서 예약한 프로 모두 보여 줘	0
10979	예약한 프로그램들 리스트 보여 줘	0
10980	TV에 예약한 프로그램들 리스트 보여 줘	0
10981	텔레비전에 예약한 프로그램들 리스트 보여 줘	0
10982	테레비에서 예약한 프로그램들 리스트 보여 줘	0
10983	텔레비전에서 예약한 프로그램들 리스트 보여 줘	0
10984	예약한 프로그램들 전체 보여 줘	0
10985	TV에 예약한 프로그램들 전체 보여 줘	0
10986	텔레비전에 예약한 프로그램들 전체 보여 줘	0
10987	테레비에서 예약한 프로그램들 전체 보여 줘	0
10988	텔레비전에서 예약한 프로그램들 전체 보여 줘	0
10989	예약한 프로그램들 전체적으로 보여 줘	0
10990	TV에 예약한 프로그램들 전체적으로 보여 줘	0
10991	텔레비전에 예약한 프로그램들 전체적으로 보여 줘	0
10992	테레비에서 예약한 프로그램들 전체적으로 보여 줘	0
10993	텔레비전에서 예약한 프로그램들 전체적으로 보여 줘	0
10994	예약한 프로그램들 다 보여 줘	0
10995	TV에 예약한 프로그램들 다 보여 줘	0
10996	텔레비전에 예약한 프로그램들 다 보여 줘	0
10997	테레비에서 예약한 프로그램들 다 보여 줘	0
10998	텔레비전에서 예약한 프로그램들 다 보여 줘	0
10999	예약한 프로그램들 모두 보여 줘	0
11000	TV에 예약한 프로그램들 모두 보여 줘	0
11001	텔레비전에 예약한 프로그램들 모두 보여 줘	0
11002	테레비에서 예약한 프로그램들 모두 보여 줘	0
11003	텔레비전에서 예약한 프로그램들 모두 보여 줘	0
11004	예약한 방송 리스트 보여 줘	0
11005	TV에 예약한 방송 리스트 보여 줘	0
11006	텔레비전에 예약한 방송 리스트 보여 줘	0
11007	테레비에서 예약한 방송 리스트 보여 줘	0
11008	텔레비전에서 예약한 방송 리스트 보여 줘	0
11009	예약한 방송 전체 보여 줘	0
11010	TV에 예약한 방송 전체 보여 줘	0
11011	텔레비전에 예약한 방송 전체 보여 줘	0
11012	테레비에서 예약한 방송 전체 보여 줘	0
11013	텔레비전에서 예약한 방송 전체 보여 줘	0
11014	예약한 방송 전체적으로 보여 줘	0
11015	TV에 예약한 방송 전체적으로 보여 줘	0
11016	텔레비전에 예약한 방송 전체적으로 보여 줘	0
11017	테레비에서 예약한 방송 전체적으로 보여 줘	0
11018	텔레비전에서 예약한 방송 전체적으로 보여 줘	0
11019	예약한 방송 다 보여 줘	0
11020	TV에 예약한 방송 다 보여 줘	0
11021	텔레비전에 예약한 방송 다 보여 줘	0
11022	테레비에서 예약한 방송 다 보여 줘	0
11023	텔레비전에서 예약한 방송 다 보여 줘	0
11024	예약한 방송 모두 보여 줘	0
11025	TV에 예약한 방송 모두 보여 줘	0
11026	텔레비전에 예약한 방송 모두 보여 줘	0
11027	테레비에서 예약한 방송 모두 보여 줘	0
11028	텔레비전에서 예약한 방송 모두 보여 줘	0
11029	예약한 방송들 리스트 보여 줘	0
11030	TV에 예약한 방송들 리스트 보여 줘	0
11031	텔레비전에 예약한 방송들 리스트 보여 줘	0
11032	테레비에서 예약한 방송들 리스트 보여 줘	0
11033	텔레비전에서 예약한 방송들 리스트 보여 줘	0
11034	예약한 방송들 전체 보여 줘	0
11035	TV에 예약한 방송들 전체 보여 줘	0
11036	텔레비전에 예약한 방송들 전체 보여 줘	0
11037	테레비에서 예약한 방송들 전체 보여 줘	0
11038	텔레비전에서 예약한 방송들 전체 보여 줘	0
11039	예약한 방송들 전체적으로 보여 줘	0
11040	TV에 예약한 방송들 전체적으로 보여 줘	0
11041	텔레비전에 예약한 방송들 전체적으로 보여 줘	0
11042	테레비에서 예약한 방송들 전체적으로 보여 줘	0
11043	텔레비전에서 예약한 방송들 전체적으로 보여 줘	0
11044	예약한 방송들 다 보여 줘	0
11045	TV에 예약한 방송들 다 보여 줘	0
11046	텔레비전에 예약한 방송들 다 보여 줘	0
11047	테레비에서 예약한 방송들 다 보여 줘	0
11048	텔레비전에서 예약한 방송들 다 보여 줘	0
11049	예약한 방송들 모두 보여 줘	0
11050	TV에 예약한 방송들 모두 보여 줘	0
11051	텔레비전에 예약한 방송들 모두 보여 줘	0
11052	테레비에서 예약한 방송들 모두 보여 줘	0
11053	텔레비전에서 예약한 방송들 모두 보여 줘	0
11054	예약한 것 리스트 보여 줘	0
11055	TV에 예약한 것 리스트 보여 줘	0
11056	텔레비전에 예약한 것 리스트 보여 줘	0
11057	테레비에서 예약한 것 리스트 보여 줘	0
11058	텔레비전에서 예약한 것 리스트 보여 줘	0
11059	예약한 것 전체 보여 줘	0
11060	TV에 예약한 것 전체 보여 줘	0
11061	텔레비전에 예약한 것 전체 보여 줘	0
11062	테레비에서 예약한 것 전체 보여 줘	0
11063	텔레비전에서 예약한 것 전체 보여 줘	0
11064	예약한 것 전체적으로 보여 줘	0
11065	TV에 예약한 것 전체적으로 보여 줘	0
11066	텔레비전에 예약한 것 전체적으로 보여 줘	0
11067	테레비에서 예약한 것 전체적으로 보여 줘	0
11068	텔레비전에서 예약한 것 전체적으로 보여 줘	0
11069	예약한 것 다 보여 줘	0
11070	TV에 예약한 것 다 보여 줘	0
11071	텔레비전에 예약한 것 다 보여 줘	0
11072	테레비에서 예약한 것 다 보여 줘	0
11073	텔레비전에서 예약한 것 다 보여 줘	0
11074	예약한 것 모두 보여 줘	0
11075	TV에 예약한 것 모두 보여 줘	0
11076	텔레비전에 예약한 것 모두 보여 줘	0
11077	테레비에서 예약한 것 모두 보여 줘	0
11078	텔레비전에서 예약한 것 모두 보여 줘	0
11079	예약한 프로 리스트 띄워 줘	0
11080	TV에 예약한 프로 리스트 띄워 줘	0
11081	텔레비전에 예약한 프로 리스트 띄워 줘	0
11082	테레비에서 예약한 프로 리스트 띄워 줘	0
11083	텔레비전에서 예약한 프로 리스트 띄워 줘	0
11084	예약한 프로 전체 띄워 줘	0
11085	TV에 예약한 프로 전체 띄워 줘	0
11086	텔레비전에 예약한 프로 전체 띄워 줘	0
11087	테레비에서 예약한 프로 전체 띄워 줘	0
11088	텔레비전에서 예약한 프로 전체 띄워 줘	0
11089	예약한 프로 전체적으로 띄워 줘	0
11090	TV에 예약한 프로 전체적으로 띄워 줘	0
11091	텔레비전에 예약한 프로 전체적으로 띄워 줘	0
11092	테레비에서 예약한 프로 전체적으로 띄워 줘	0
11093	텔레비전에서 예약한 프로 전체적으로 띄워 줘	0
11094	예약한 프로 다 띄워 줘	0
11095	TV에 예약한 프로 다 띄워 줘	0
11096	텔레비전에 예약한 프로 다 띄워 줘	0
11097	테레비에서 예약한 프로 다 띄워 줘	0
11098	텔레비전에서 예약한 프로 다 띄워 줘	0
11099	예약한 프로 모두 띄워 줘	0
11100	TV에 예약한 프로 모두 띄워 줘	0
11101	텔레비전에 예약한 프로 모두 띄워 줘	0
11102	테레비에서 예약한 프로 모두 띄워 줘	0
11103	텔레비전에서 예약한 프로 모두 띄워 줘	0
11104	예약한 프로그램들 리스트 띄워 줘	0
11105	TV에 예약한 프로그램들 리스트 띄워 줘	0
11106	텔레비전에 예약한 프로그램들 리스트 띄워 줘	0
11107	테레비에서 예약한 프로그램들 리스트 띄워 줘	0
11108	텔레비전에서 예약한 프로그램들 리스트 띄워 줘	0
11109	예약한 프로그램들 전체 띄워 줘	0
11110	TV에 예약한 프로그램들 전체 띄워 줘	0
11111	텔레비전에 예약한 프로그램들 전체 띄워 줘	0
11112	테레비에서 예약한 프로그램들 전체 띄워 줘	0
11113	텔레비전에서 예약한 프로그램들 전체 띄워 줘	0
11114	예약한 프로그램들 전체적으로 띄워 줘	0
11115	TV에 예약한 프로그램들 전체적으로 띄워 줘	0
11116	텔레비전에 예약한 프로그램들 전체적으로 띄워 줘	0
11117	테레비에서 예약한 프로그램들 전체적으로 띄워 줘	0
11118	텔레비전에서 예약한 프로그램들 전체적으로 띄워 줘	0
11119	예약한 프로그램들 다 띄워 줘	0
11120	TV에 예약한 프로그램들 다 띄워 줘	0
11121	텔레비전에 예약한 프로그램들 다 띄워 줘	0
11122	테레비에서 예약한 프로그램들 다 띄워 줘	0
11123	텔레비전에서 예약한 프로그램들 다 띄워 줘	0
11124	예약한 프로그램들 모두 띄워 줘	0
11125	TV에 예약한 프로그램들 모두 띄워 줘	0
11126	텔레비전에 예약한 프로그램들 모두 띄워 줘	0
11127	테레비에서 예약한 프로그램들 모두 띄워 줘	0
11128	텔레비전에서 예약한 프로그램들 모두 띄워 줘	0
11129	예약한 방송 리스트 띄워 줘	0
11130	TV에 예약한 방송 리스트 띄워 줘	0
11131	텔레비전에 예약한 방송 리스트 띄워 줘	0
11132	테레비에서 예약한 방송 리스트 띄워 줘	0
11133	텔레비전에서 예약한 방송 리스트 띄워 줘	0
11134	예약한 방송 전체 띄워 줘	0
11135	TV에 예약한 방송 전체 띄워 줘	0
11136	텔레비전에 예약한 방송 전체 띄워 줘	0
11137	테레비에서 예약한 방송 전체 띄워 줘	0
11138	텔레비전에서 예약한 방송 전체 띄워 줘	0
11139	예약한 방송 전체적으로 띄워 줘	0
11140	TV에 예약한 방송 전체적으로 띄워 줘	0
11141	텔레비전에 예약한 방송 전체적으로 띄워 줘	0
11142	테레비에서 예약한 방송 전체적으로 띄워 줘	0
11143	텔레비전에서 예약한 방송 전체적으로 띄워 줘	0
11144	예약한 방송 다 띄워 줘	0
11145	TV에 예약한 방송 다 띄워 줘	0
11146	텔레비전에 예약한 방송 다 띄워 줘	0
11147	테레비에서 예약한 방송 다 띄워 줘	0
11148	텔레비전에서 예약한 방송 다 띄워 줘	0
11149	예약한 방송 모두 띄워 줘	0
11150	TV에 예약한 방송 모두 띄워 줘	0
11151	텔레비전에 예약한 방송 모두 띄워 줘	0
11152	테레비에서 예약한 방송 모두 띄워 줘	0
11153	텔레비전에서 예약한 방송 모두 띄워 줘	0
11154	예약한 방송들 리스트 띄워 줘	0
11155	TV에 예약한 방송들 리스트 띄워 줘	0
11156	텔레비전에 예약한 방송들 리스트 띄워 줘	0
11157	테레비에서 예약한 방송들 리스트 띄워 줘	0
11158	텔레비전에서 예약한 방송들 리스트 띄워 줘	0
11159	예약한 방송들 전체 띄워 줘	0
11160	TV에 예약한 방송들 전체 띄워 줘	0
11161	텔레비전에 예약한 방송들 전체 띄워 줘	0
11162	테레비에서 예약한 방송들 전체 띄워 줘	0
11163	텔레비전에서 예약한 방송들 전체 띄워 줘	0
11164	예약한 방송들 전체적으로 띄워 줘	0
11165	TV에 예약한 방송들 전체적으로 띄워 줘	0
11166	텔레비전에 예약한 방송들 전체적으로 띄워 줘	0
11167	테레비에서 예약한 방송들 전체적으로 띄워 줘	0
11168	텔레비전에서 예약한 방송들 전체적으로 띄워 줘	0
11169	예약한 방송들 다 띄워 줘	0
11170	TV에 예약한 방송들 다 띄워 줘	0
11171	텔레비전에 예약한 방송들 다 띄워 줘	0
11172	테레비에서 예약한 방송들 다 띄워 줘	0
11173	텔레비전에서 예약한 방송들 다 띄워 줘	0
11174	예약한 방송들 모두 띄워 줘	0
11175	TV에 예약한 방송들 모두 띄워 줘	0
11176	텔레비전에 예약한 방송들 모두 띄워 줘	0
11177	테레비에서 예약한 방송들 모두 띄워 줘	0
11178	텔레비전에서 예약한 방송들 모두 띄워 줘	0
11179	예약한 것 리스트 띄워 줘	0
11180	TV에 예약한 것 리스트 띄워 줘	0
11181	텔레비전에 예약한 것 리스트 띄워 줘	0
11182	테레비에서 예약한 것 리스트 띄워 줘	0
11183	텔레비전에서 예약한 것 리스트 띄워 줘	0
11184	예약한 것 전체 띄워 줘	0
11185	TV에 예약한 것 전체 띄워 줘	0
11186	텔레비전에 예약한 것 전체 띄워 줘	0
11187	테레비에서 예약한 것 전체 띄워 줘	0
11188	텔레비전에서 예약한 것 전체 띄워 줘	0
11189	예약한 것 전체적으로 띄워 줘	0
11190	TV에 예약한 것 전체적으로 띄워 줘	0
11191	텔레비전에 예약한 것 전체적으로 띄워 줘	0
11192	테레비에서 예약한 것 전체적으로 띄워 줘	0
11193	텔레비전에서 예약한 것 전체적으로 띄워 줘	0
11194	예약한 것 다 띄워 줘	0
11195	TV에 예약한 것 다 띄워 줘	0
11196	텔레비전에 예약한 것 다 띄워 줘	0
11197	테레비에서 예약한 것 다 띄워 줘	0
11198	텔레비전에서 예약한 것 다 띄워 줘	0
11199	예약한 것 모두 띄워 줘	0
11200	TV에 예약한 것 모두 띄워 줘	0
11201	텔레비전에 예약한 것 모두 띄워 줘	0
11202	테레비에서 예약한 것 모두 띄워 줘	0
11203	텔레비전에서 예약한 것 모두 띄워 줘	0
11204	프로 예약했어	0
11205	오늘 프로 예약했어	0
11206	내일 프로 예약했어	0
11207	모래 프로 예약했어	0
11208	다음주 프로 예약했어	0
11209	오전에 프로 예약했어	0
11210	오후에 프로 예약했어	0
11211	1시에 프로 예약했어	0
11212	10시에 프로 예약했어	0
11213	19시에 프로 예약했어	0
11214	오전 1시에 프로 예약했어	0
11215	오후 1시에 프로 예약했어	0
11216	오전 6시에 프로 예약했어	0
11217	오후 6시에 프로 예약했어	0
11218	오전 11시에 프로 예약했어	0
11219	오후 11시에 프로 예약했어	0
11220	1일 뒤에 프로 예약했어	0
11221	3일 뒤에 프로 예약했어	0
11222	5일 뒤에 프로 예약했어	0
11223	프로 예약했냐	0
11224	오늘 프로 예약했냐	0
11225	내일 프로 예약했냐	0
11226	모래 프로 예약했냐	0
11227	다음주 프로 예약했냐	0
11228	오전에 프로 예약했냐	0
11229	오후에 프로 예약했냐	0
11230	1시에 프로 예약했냐	0
11231	10시에 프로 예약했냐	0
11232	19시에 프로 예약했냐	0
11233	오전 1시에 프로 예약했냐	0
11234	오후 1시에 프로 예약했냐	0
11235	오전 6시에 프로 예약했냐	0
11236	오후 6시에 프로 예약했냐	0
11237	오전 11시에 프로 예약했냐	0
11238	오후 11시에 프로 예약했냐	0
11239	1일 뒤에 프로 예약했냐	0
11240	3일 뒤에 프로 예약했냐	0
11241	5일 뒤에 프로 예약했냐	0
11242	프로 예약했었나	0
11243	오늘 프로 예약했었나	0
11244	내일 프로 예약했었나	0
11245	모래 프로 예약했었나	0
11246	다음주 프로 예약했었나	0
11247	오전에 프로 예약했었나	0
11248	오후에 프로 예약했었나	0
11249	1시에 프로 예약했었나	0
11250	10시에 프로 예약했었나	0
11251	19시에 프로 예약했었나	0
11252	오전 1시에 프로 예약했었나	0
11253	오후 1시에 프로 예약했었나	0
11254	오전 6시에 프로 예약했었나	0
11255	오후 6시에 프로 예약했었나	0
11256	오전 11시에 프로 예약했었나	0
11257	오후 11시에 프로 예약했었나	0
11258	1일 뒤에 프로 예약했었나	0
11259	3일 뒤에 프로 예약했었나	0
11260	5일 뒤에 프로 예약했었나	0
11261	프로 예약했는가	0
11262	오늘 프로 예약했는가	0
11263	내일 프로 예약했는가	0
11264	모래 프로 예약했는가	0
11265	다음주 프로 예약했는가	0
11266	오전에 프로 예약했는가	0
11267	오후에 프로 예약했는가	0
11268	1시에 프로 예약했는가	0
11269	10시에 프로 예약했는가	0
11270	19시에 프로 예약했는가	0
11271	오전 1시에 프로 예약했는가	0
11272	오후 1시에 프로 예약했는가	0
11273	오전 6시에 프로 예약했는가	0
11274	오후 6시에 프로 예약했는가	0
11275	오전 11시에 프로 예약했는가	0
11276	오후 11시에 프로 예약했는가	0
11277	1일 뒤에 프로 예약했는가	0
11278	3일 뒤에 프로 예약했는가	0
11279	5일 뒤에 프로 예약했는가	0
11280	예약했던 프로 있나	0
11281	예약했던 프로 없지	0
11282	예약했던 프로 있었나	0
11283	예약했던 프로 없었니	0
11284	TV에 프로 예약했어	0
11285	TV에 오늘 프로 예약했어	0
11286	오늘 TV에 프로 예약했어	0
11287	TV에 내일 프로 예약했어	0
11288	내일 TV에 프로 예약했어	0
11289	TV에 모래 프로 예약했어	0
11290	모래 TV에 프로 예약했어	0
11291	TV에 다음주 프로 예약했어	0
11292	다음주 TV에 프로 예약했어	0
11293	TV에 오전에 프로 예약했어	0
11294	오전에 TV에 프로 예약했어	0
11295	TV에 오후에 프로 예약했어	0
11296	오후에 TV에 프로 예약했어	0
11297	TV에 1시에 프로 예약했어	0
11298	1시에 TV에 프로 예약했어	0
11299	TV에 10시에 프로 예약했어	0
11300	10시에 TV에 프로 예약했어	0
11301	TV에 19시에 프로 예약했어	0
11302	19시에 TV에 프로 예약했어	0
11303	TV에 오전 1시에 프로 예약했어	0
11304	오전 1시에 TV에 프로 예약했어	0
11305	TV에 오후 1시에 프로 예약했어	0
11306	오후 1시에 TV에 프로 예약했어	0
11307	TV에 오전 6시에 프로 예약했어	0
11308	오전 6시에 TV에 프로 예약했어	0
11309	TV에 오후 6시에 프로 예약했어	0
11310	오후 6시에 TV에 프로 예약했어	0
11311	TV에 오전 11시에 프로 예약했어	0
11312	오전 11시에 TV에 프로 예약했어	0
11313	TV에 오후 11시에 프로 예약했어	0
11314	오후 11시에 TV에 프로 예약했어	0
11315	TV에 1일 뒤에 프로 예약했어	0
11316	1일 뒤에 TV에 프로 예약했어	0
11317	TV에 3일 뒤에 프로 예약했어	0
11318	3일 뒤에 TV에 프로 예약했어	0
11319	TV에 5일 뒤에 프로 예약했어	0
11320	5일 뒤에 TV에 프로 예약했어	0
11321	TV에 프로 예약했냐	0
11322	TV에 오늘 프로 예약했냐	0
11323	오늘 TV에 프로 예약했냐	0
11324	TV에 내일 프로 예약했냐	0
11325	내일 TV에 프로 예약했냐	0
11326	TV에 모래 프로 예약했냐	0
11327	모래 TV에 프로 예약했냐	0
11328	TV에 다음주 프로 예약했냐	0
11329	다음주 TV에 프로 예약했냐	0
11330	TV에 오전에 프로 예약했냐	0
11331	오전에 TV에 프로 예약했냐	0
11332	TV에 오후에 프로 예약했냐	0
11333	오후에 TV에 프로 예약했냐	0
11334	TV에 1시에 프로 예약했냐	0
11335	1시에 TV에 프로 예약했냐	0
11336	TV에 10시에 프로 예약했냐	0
11337	10시에 TV에 프로 예약했냐	0
11338	TV에 19시에 프로 예약했냐	0
11339	19시에 TV에 프로 예약했냐	0
11340	TV에 오전 1시에 프로 예약했냐	0
11341	오전 1시에 TV에 프로 예약했냐	0
11342	TV에 오후 1시에 프로 예약했냐	0
11343	오후 1시에 TV에 프로 예약했냐	0
11344	TV에 오전 6시에 프로 예약했냐	0
11345	오전 6시에 TV에 프로 예약했냐	0
11346	TV에 오후 6시에 프로 예약했냐	0
11347	오후 6시에 TV에 프로 예약했냐	0
11348	TV에 오전 11시에 프로 예약했냐	0
11349	오전 11시에 TV에 프로 예약했냐	0
11350	TV에 오후 11시에 프로 예약했냐	0
11351	오후 11시에 TV에 프로 예약했냐	0
11352	TV에 1일 뒤에 프로 예약했냐	0
11353	1일 뒤에 TV에 프로 예약했냐	0
11354	TV에 3일 뒤에 프로 예약했냐	0
11355	3일 뒤에 TV에 프로 예약했냐	0
11356	TV에 5일 뒤에 프로 예약했냐	0
11357	5일 뒤에 TV에 프로 예약했냐	0
11358	TV에 프로 예약했었나	0
11359	TV에 오늘 프로 예약했었나	0
11360	오늘 TV에 프로 예약했었나	0
11361	TV에 내일 프로 예약했었나	0
11362	내일 TV에 프로 예약했었나	0
11363	TV에 모래 프로 예약했었나	0
11364	모래 TV에 프로 예약했었나	0
11365	TV에 다음주 프로 예약했었나	0
11366	다음주 TV에 프로 예약했었나	0
11367	TV에 오전에 프로 예약했었나	0
11368	오전에 TV에 프로 예약했었나	0
11369	TV에 오후에 프로 예약했었나	0
11370	오후에 TV에 프로 예약했었나	0
11371	TV에 1시에 프로 예약했었나	0
11372	1시에 TV에 프로 예약했었나	0
11373	TV에 10시에 프로 예약했었나	0
11374	10시에 TV에 프로 예약했었나	0
11375	TV에 19시에 프로 예약했었나	0
11376	19시에 TV에 프로 예약했었나	0
11377	TV에 오전 1시에 프로 예약했었나	0
11378	오전 1시에 TV에 프로 예약했었나	0
11379	TV에 오후 1시에 프로 예약했었나	0
11380	오후 1시에 TV에 프로 예약했었나	0
11381	TV에 오전 6시에 프로 예약했었나	0
11382	오전 6시에 TV에 프로 예약했었나	0
11383	TV에 오후 6시에 프로 예약했었나	0
11384	오후 6시에 TV에 프로 예약했었나	0
11385	TV에 오전 11시에 프로 예약했었나	0
11386	오전 11시에 TV에 프로 예약했었나	0
11387	TV에 오후 11시에 프로 예약했었나	0
11388	오후 11시에 TV에 프로 예약했었나	0
11389	TV에 1일 뒤에 프로 예약했었나	0
11390	1일 뒤에 TV에 프로 예약했었나	0
11391	TV에 3일 뒤에 프로 예약했었나	0
11392	3일 뒤에 TV에 프로 예약했었나	0
11393	TV에 5일 뒤에 프로 예약했었나	0
11394	5일 뒤에 TV에 프로 예약했었나	0
11395	TV에 프로 예약했는가	0
11396	TV에 오늘 프로 예약했는가	0
11397	오늘 TV에 프로 예약했는가	0
11398	TV에 내일 프로 예약했는가	0
11399	내일 TV에 프로 예약했는가	0
11400	TV에 모래 프로 예약했는가	0
11401	모래 TV에 프로 예약했는가	0
11402	TV에 다음주 프로 예약했는가	0
11403	다음주 TV에 프로 예약했는가	0
11404	TV에 오전에 프로 예약했는가	0
11405	오전에 TV에 프로 예약했는가	0
11406	TV에 오후에 프로 예약했는가	0
11407	오후에 TV에 프로 예약했는가	0
11408	TV에 1시에 프로 예약했는가	0
11409	1시에 TV에 프로 예약했는가	0
11410	TV에 10시에 프로 예약했는가	0
11411	10시에 TV에 프로 예약했는가	0
11412	TV에 19시에 프로 예약했는가	0
11413	19시에 TV에 프로 예약했는가	0
11414	TV에 오전 1시에 프로 예약했는가	0
11415	오전 1시에 TV에 프로 예약했는가	0
11416	TV에 오후 1시에 프로 예약했는가	0
11417	오후 1시에 TV에 프로 예약했는가	0
11418	TV에 오전 6시에 프로 예약했는가	0
11419	오전 6시에 TV에 프로 예약했는가	0
11420	TV에 오후 6시에 프로 예약했는가	0
11421	오후 6시에 TV에 프로 예약했는가	0
11422	TV에 오전 11시에 프로 예약했는가	0
11423	오전 11시에 TV에 프로 예약했는가	0
11424	TV에 오후 11시에 프로 예약했는가	0
11425	오후 11시에 TV에 프로 예약했는가	0
11426	TV에 1일 뒤에 프로 예약했는가	0
11427	1일 뒤에 TV에 프로 예약했는가	0
11428	TV에 3일 뒤에 프로 예약했는가	0
11429	3일 뒤에 TV에 프로 예약했는가	0
11430	TV에 5일 뒤에 프로 예약했는가	0
11431	5일 뒤에 TV에 프로 예약했는가	0
11432	예약했던 프로 있나	0
11433	TV에 오늘예약했던 프로 있나	0
11434	오늘 TV에예약했던 프로 있나	0
11435	TV에 내일예약했던 프로 있나	0
11436	내일 TV에예약했던 프로 있나	0
11437	TV에 모래예약했던 프로 있나	0
11438	모래 TV에예약했던 프로 있나	0
11439	TV에 다음주예약했던 프로 있나	0
11440	다음주 TV에예약했던 프로 있나	0
11441	TV에 오전에예약했던 프로 있나	0
11442	오전에 TV에예약했던 프로 있나	0
11443	TV에 오후에예약했던 프로 있나	0
11444	오후에 TV에예약했던 프로 있나	0
11445	TV에 1시에 예약했던 프로 있나	0
11446	1시에 TV에 예약했던 프로 있나	0
11447	TV에 10시에 예약했던 프로 있나	0
11448	10시에 TV에 예약했던 프로 있나	0
11449	TV에 19시에 예약했던 프로 있나	0
11450	19시에 TV에 예약했던 프로 있나	0
11451	TV에 오전 1시에 예약했던 프로 있나	0
11452	오전 1시에 TV에 예약했던 프로 있나	0
11453	TV에 오후 1시에 예약했던 프로 있나	0
11454	오후 1시에 TV에 예약했던 프로 있나	0
11455	TV에 오전 6시에 예약했던 프로 있나	0
11456	오전 6시에 TV에 예약했던 프로 있나	0
11457	TV에 오후 6시에 예약했던 프로 있나	0
11458	오후 6시에 TV에 예약했던 프로 있나	0
11459	TV에 오전 11시에 예약했던 프로 있나	0
11460	오전 11시에 TV에 예약했던 프로 있나	0
11461	TV에 오후 11시에 예약했던 프로 있나	0
11462	오후 11시에 TV에 예약했던 프로 있나	0
11463	TV에 1일 뒤에 예약했던 프로 있나	0
11464	1일 뒤에 TV에 예약했던 프로 있나	0
11465	TV에 3일 뒤에 예약했던 프로 있나	0
11466	3일 뒤에 TV에 예약했던 프로 있나	0
11467	TV에 5일 뒤에 예약했던 프로 있나	0
11468	5일 뒤에 TV에 예약했던 프로 있나	0
11469	예약했던 프로 없지	0
11470	TV에 오늘예약했던 프로 없지	0
11471	오늘 TV에예약했던 프로 없지	0
11472	TV에 내일예약했던 프로 없지	0
11473	내일 TV에예약했던 프로 없지	0
11474	TV에 모래예약했던 프로 없지	0
11475	모래 TV에예약했던 프로 없지	0
11476	TV에 다음주예약했던 프로 없지	0
11477	다음주 TV에예약했던 프로 없지	0
11478	TV에 오전에예약했던 프로 없지	0
11479	오전에 TV에예약했던 프로 없지	0
11480	TV에 오후에예약했던 프로 없지	0
11481	오후에 TV에예약했던 프로 없지	0
11482	TV에 1시에 예약했던 프로 없지	0
